Modelo,Parámetros,Recall,Score
Model1,"{'Tipo': 'CNN', 'input_shape': (64, 64, 3), 'Conv2D': 2, 'MaxPooling': 2, 'Dropout': 1, 'Flatten': 1, 'Dense': 2, 'Capa salida': 'softmax', 'optimizer': 'adam', 'loss': 'sparce_categorical_crossentropy', 'metrics': 'accuracy'}",0.07431887421425139,0.06931038120197602
Model2,"{'Tipo': 'CNN', 'input_shape': (64, 64, 1), 'Conv2D': 2, 'MaxPooling': 2, 'Dropout': 1, 'Flatten': 1, 'Dense': 2, 'Capa salida': 'softmax', 'optimizer': 'adam', 'loss': 'sparce_categorical_crossentropy', 'metrics': 'accuracy'}",0.05842747930406759,0.05708124022111649
Model1_aug,"{'Tipo': 'CNN', 'input_shape': (64, 64, 3), 'Conv2D': 2, 'MaxPooling': 2, 'Dropout': 1, 'Flatten': 1, 'Dense': 2, 'Capa salida': 'softmax', 'optimizer': 'adam', 'loss': 'sparce_categorical_crossentropy', 'metrics': 'accuracy', 'Data Augmentation': {'shear_range': 0.3, 'zoom_range': 0.3, 'rotation_range': 30, 'horizontal_flip': True}}",0.09621550231158654,0.08050245829730963
Model4,"{'Tipo': 'CNN', 'input_shape': (64, 64, 3), 'Conv2D': 4, 'BatchNormalization': 1, 'MaxPooling': 3, 'Dropout': 4, 'Flatten': 1, 'Dense': 3, 'Capa salida': 'softmax', 'optimizer': 'adam', 'loss': 'sparce_categorical_crossentropy', 'metrics': 'accuracy', 'Data Augmentation': {'shear_range': 0.3, 'zoom_range': 0.3, 'rotation_range': 30, 'horizontal_flip': True}}",0.09621550231158654,0.08050245829730963
